Identified,Location,Dependency Name,Current Version,Release,CVSS3 Score,Latest Version,Recommendation
2025-06-27T00:00:00.000Z,orx-cat-automation,archiver-utils - 2.1.0,2.1.0,2019-07-19T00:00:00.000Z,0,5.0.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/3fa35e4430a601496e3bf09f0b3c75794edf512583a8848597a4b6afa7cf6f44
2025-06-27T00:00:00.000Z,orx-cat-automation,archiver-utils - 3.0.4,3.0.4,2023-09-02T00:00:00.000Z,0,5.0.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/655c46cca41513c4a4c8e2e1aecbda8d1954456236f3f7f99c679e0a3812262e
2025-06-27T00:00:00.000Z,orx-cat-automation,argparse - 1.0.10,1.0.10,2018-02-15T00:00:00.000Z,0,2.0.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/44cb02b30f3f0624d84761611cccd1606f11fcee190065c89fc07db2472ea322
2025-06-27T00:00:00.000Z,orx-cat-automation,argparse - 2.0.1,2.0.1,2020-08-28T00:00:00.000Z,0,2.0.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/68211fc3b97766906986ba349c25c545a7add525a26b47e633c2edc45ddb804e
2025-06-27T00:00:00.000Z,orx-cat-automation,asn1 - 0.2.6,0.2.6,2021-11-04T00:00:00.000Z,0,0.2.6,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/2bdc443ecda4869ee2757fba096081c231e68fe5f71d1ee05794b4fd458665f3
2025-06-27T00:00:00.000Z,orx-cat-automation,asn1.js - 4.10.1,4.10.1,2018-02-13T00:00:00.000Z,0,5.4.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/a5a48873600b83686fa08397371e09f6ebdf52e774103be6cfc352d8f82949d0
2025-06-27T00:00:00.000Z,orx-cat-automation,assert - 1.5.1,1.5.1,2023-09-07T00:00:00.000Z,0,2.1.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/d04a15c22b852b64213d9b537f7456c0ed1fcab52b413fe7984ae39126346740
2025-06-27T00:00:00.000Z,orx-cat-automation,assert-plus - 1.0.0,1.0.0,2016-01-27T00:00:00.000Z,0,1.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/f834e3434d6442dff78bc262ffb4569cd48e0e6a8f01dc896e9ea23694508eab
2025-06-27T00:00:00.000Z,orx-cat-automation,assertion-error - 1.1.0,1.1.0,2018-01-07T00:00:00.000Z,0,2.0.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/7e1f4999073637f362afc3de1044e73d8d45125685ddcf238e8ba35248f5e5cb
2025-06-27T00:00:00.000Z,orx-cat-automation,assertion-error-formatter - 2.0.1,2.0.1,2017-11-27T00:00:00.000Z,0,3.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/a9948674e0174bf1fe4c84c0a16e9d3b25b1f21e60aaabeaece8977be4cfb807
2025-06-27T00:00:00.000Z,orx-cat-automation,astral-regex - 2.0.0,2.0.0,2019-04-05T00:00:00.000Z,0,2.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/858162923f3ea4f30229a1a9cb30e26f3b5eb4f3320832dbb5f998d2f27d18da
2025-06-27T00:00:00.000Z,orx-cat-automation,asynckit - 0.4.0,0.4.0,2016-06-14T00:00:00.000Z,0,0.4.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/8e922df24a1447bce28e4eac92f6a2ab02f0ab0041446a66c191396148f35c88
2025-06-27T00:00:00.000Z,orx-cat-automation,at-least-node - 1.0.0,1.0.0,2020-02-01T00:00:00.000Z,0,1.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/068813be148999458e3348482b2d23567dc3a0938f869f0f60f2d757bf430cf5
2025-06-27T00:00:00.000Z,orx-cat-automation,available-typed-arrays - 1.0.7,1.0.7,2024-02-19T00:00:00.000Z,0,1.0.7,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/59b9a0b3b6e6d70f87872400996edc43c604f09a11ff4254607cf2406649cd5f
2025-06-27T00:00:00.000Z,orx-cat-automation,aws-sign2 - 0.7.0,0.7.0,2017-04-12T00:00:00.000Z,0,0.7.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/022db48df39cb38111bb656800d6603c2bb12d81f723a3d625398a5c001ac198
2025-06-27T00:00:00.000Z,orx-cat-automation,babel-plugin-add-module-exports - 1.0.4,1.0.4,2020-09-08T00:00:00.000Z,0,1.0.4,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/5b12ab29c581191abe72958132e39bfa2909661840cd6179355795f6c1283b9c
2025-06-27T00:00:00.000Z,orx-cat-automation,babel-runtime - 6.26.0,6.26.0,2017-08-16T00:00:00.000Z,0,6.26.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/8b21321f3472b155b7995f49fbd8997bc155593f75c1955c4330909c5911b01c
2025-06-27T00:00:00.000Z,orx-cat-automation,babelify - 10.0.0,10.0.0,2018-09-07T00:00:00.000Z,0,10.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/de99d65304d13b6a530175a2bcec660a0a7e0d1021ce7a3b79775058c5e5a3dd
2025-06-27T00:00:00.000Z,orx-cat-automation,balanced-match - 1.0.2,1.0.2,2021-04-06T00:00:00.000Z,0,3.0.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/30c025f4a1ea128a05bc47a03a772924fc40bee3ce97ba685d70f1ac525fdfcc
2025-06-27T00:00:00.000Z,orx-cat-automation,base64-js - 1.5.1,1.5.1,2020-11-11T00:00:00.000Z,0,1.5.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/b3919f6213db806c03440a9b306519b15951c0aabfbfa3aa5e001df09322681b
2025-06-27T00:00:00.000Z,orx-cat-automation,bcrypt-pbkdf - 1.0.2,1.0.2,2018-06-29T00:00:00.000Z,0,1.0.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/843d2bd1ef1ef2e9eb7a7e053e6e24ed67a4ddfd8fb4f80c3d8b8023fac6a254
2025-06-27T00:00:00.000Z,orx-cat-automation,becke-ch--regex--s0-0-v1--base--pl--lib - 1.4.0,1.4.0,2018-04-07T00:00:00.000Z,0,1.4.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/b4f3022ea5093b5d6a3be2429d8b9ab2aff7271eb1c8887c4cdbf21836316cb4
2025-06-27T00:00:00.000Z,orx-cat-automation,big-integer - 1.6.52,1.6.52,2023-11-21T00:00:00.000Z,0,1.6.52,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/e0c9af7446b47e29aa637c2cfddee7b904eee39bd342f7c059f711cac7f03188
2025-06-27T00:00:00.000Z,orx-cat-automation,binary - 0.3.0,0.3.0,2012-05-11T00:00:00.000Z,0,0.3.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/14d65cd18ae740a825febb7d2ac57d4b6d3daa794ae05417551c39635a6d6e89
2025-06-27T00:00:00.000Z,orx-cat-automation,binary-extensions - 2.3.0,2.3.0,2024-03-14T00:00:00.000Z,0,3.1.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/76daec9278f7ef148e6285d8aa41863afa82e8b8ce0aabd4b7edcdccc33754be
2025-06-27T00:00:00.000Z,orx-cat-automation,bl - 4.1.0,4.1.0,2021-02-09T00:00:00.000Z,0,6.1.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/fcfcd0110b05e751e9f85ae0f4507a6ece58e27d14a832cf44462a0f47f8ec97
2025-06-27T00:00:00.000Z,orx-cat-automation,blob-util - 2.0.2,2.0.2,2018-05-21T00:00:00.000Z,0,2.0.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/6623b08e375026c1e6ef423c2adb5eb06cfded00f51e9943c92331c33a4486be
2025-06-27T00:00:00.000Z,orx-cat-automation,bluebird - 3.4.7,3.4.7,2016-12-22T00:00:00.000Z,0,3.7.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/411abdbfdbf0228398953dd2664ff8843195f4723add9a4d0848ed3307ef942e
2025-06-27T00:00:00.000Z,orx-cat-automation,bluebird - 3.7.2,3.7.2,2019-11-28T00:00:00.000Z,0,3.7.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/53e447d32f89b401b5aa617a77b5ed26ed7693615862bdbf668231b77cd6ce45
2025-06-27T00:00:00.000Z,orx-cat-automation,braces - 3.0.3,3.0.3,2024-05-21T00:00:00.000Z,0,3.0.3,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/a0cc983bdcbd0e1ac6ac34bf67da04d70c319a8f9105e3dfee430159bf12de81
2025-06-27T00:00:00.000Z,orx-cat-automation,brorand - 1.1.0,1.1.0,2017-02-22T00:00:00.000Z,0,1.1.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/13cf0905bb76f60fb13256227e3579b599b839ff15e5c984984e68a578caf8bb
2025-06-27T00:00:00.000Z,orx-cat-automation,browser-pack - 6.1.0,6.1.0,2018-03-30T00:00:00.000Z,0,6.1.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/6232a106d942f239674acc93cd0fb9abd5ee235fc76d16b139db06c7c9e8f6b4
2025-06-27T00:00:00.000Z,orx-cat-automation,browser-resolve - 2.0.0,2.0.0,2020-08-03T00:00:00.000Z,0,2.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/2267b3a1f8216f4d86e41d82c9a12ad21078abb4f39e5da22c049935556cf46d
2025-06-27T00:00:00.000Z,orx-cat-automation,browser-stdout - 1.3.1,1.3.1,2018-02-27T00:00:00.000Z,0,1.3.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/bc71b86cb4911df7e1504ddafae2cd3de899f395ae2ef7fbe4a7ec2d77a04cd5
2025-06-27T00:00:00.000Z,orx-cat-automation,browserify - 16.5.2,16.5.2,2020-08-03T00:00:00.000Z,0,17.0.1,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/e7568e8063a8d91c176456d083da6d9315f8befc811c66df3bea7f5c4780dece
2025-06-27T00:00:00.000Z,orx-cat-automation,browserify-aes - 1.2.0,1.2.0,2018-04-03T00:00:00.000Z,0,1.2.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/807e91fa7ba147a104b90d7dece1f61527eebc8264ac17fb5ddc2edd2167e67f
2025-06-27T00:00:00.000Z,orx-cat-automation,browserify-cipher - 1.0.1,1.0.1,2018-04-11T00:00:00.000Z,0,1.0.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/dd3f87b9b5c8faf2b7c6ecd6a878abf5e94b710c7bab637a4aefd159a4d5d5ee
2025-06-27T00:00:00.000Z,orx-cat-automation,browserify-des - 1.0.2,1.0.2,2018-07-10T00:00:00.000Z,0,1.0.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/9038d73c5031591419bc9a82689642d4c79bc388bb245ca7754c6a796fe87d02
2025-06-27T00:00:00.000Z,orx-cat-automation,browserify-sign - 4.2.3,4.2.3,2024-03-05T00:00:00.000Z,0,4.2.3,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/af91630e8b8a6212ffdded023133881c1b367270d5ef63357c22e703dfb7124e
2025-06-27T00:00:00.000Z,orx-cat-automation,browserify-zlib - 0.2.0,0.2.0,2017-06-03T00:00:00.000Z,0,0.2.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/e992e88fd8d045873cbd9f0d1e1389b4174333233978bfbcfc9a219d52d16cb9
2025-06-27T00:00:00.000Z,orx-cat-automation,buffer - 5.2.1,5.2.1,2018-08-30T00:00:00.000Z,0,6.0.3,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/4ee91a1af9491658b9ef3dc35cf124011a78cebfab89efac39039c7c817aa4ad
2025-06-27T00:00:00.000Z,orx-cat-automation,buffer - 5.7.1,5.7.1,2020-11-04T00:00:00.000Z,0,6.0.3,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/66a77e51c6348f9aa54d8dc1304d6774646ed16fca29b35b8b54b6b90ceb277e
2025-06-27T00:00:00.000Z,orx-cat-automation,buffer-crc32 - 0.2.13,0.2.13,2016-11-22T00:00:00.000Z,0,1.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/45a030d3db673ea76a1ab5e9d7139370a5f9ebf67c82c356dcaeb552efd1d760
2025-06-27T00:00:00.000Z,orx-cat-automation,buffer-from - 1.1.2,1.1.2,2021-07-29T00:00:00.000Z,0,1.1.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/cf1f3275bbb754b9dc16ea0ca4081d59f854daac27441db2beb862691cf3b1e9
2025-06-27T00:00:00.000Z,orx-cat-automation,buffer-indexof-polyfill - 1.0.2,1.0.2,2020-09-09T00:00:00.000Z,0,1.0.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/c126f5caea9767d72127c0a9761abe176a87f41b8998a1c3196f0f9a12f92ce6
2025-06-27T00:00:00.000Z,orx-cat-automation,buffer-xor - 1.0.3,1.0.3,2015-09-25T00:00:00.000Z,0,2.0.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/fb54664448c760f6d483dedcb0613cfea28a4a723bf02171633b5430e8290b97
2025-06-27T00:00:00.000Z,orx-cat-automation,buffers - 0.1.1,0.1.1,2011-10-12T00:00:00.000Z,0,0.1.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/bc876e302458e2d50e6c9a49c60f75be56c9996030abf20ca0d8e30e2adcf225
2025-06-27T00:00:00.000Z,orx-cat-automation,builtin-status-codes - 3.0.0,3.0.0,2016-06-29T00:00:00.000Z,0,3.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/0e546b458332f16513a1512aa9da8e98f41766b5ae2ad38ce2ad2aec17380fb6
2025-06-27T00:00:00.000Z,orx-cat-automation,cached-path-relative - 1.1.0,1.1.0,2022-01-19T00:00:00.000Z,0,1.1.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/1296372699c27e1eb5aa7f35d2dba30c2c7588487ae6554bfa52dec57c7e5fd7
2025-06-27T00:00:00.000Z,orx-cat-automation,cachedir - 2.4.0,2.4.0,2023-07-24T00:00:00.000Z,0,2.4.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/54a47f246bd957c9dc5f794c74362468507567fd651979afcfe7208b63308958
2025-06-27T00:00:00.000Z,orx-cat-automation,camelcase - 5.3.1,5.3.1,2019-04-03T00:00:00.000Z,0,8.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/c2071965e674b80efc4dd4cd9c63d1e7895aa4213670a87276224b1b7f0e10b7
